FID;Municipality;Application;Antenna height;Coordinates;
antenneregister.fid-5a1e297e_17d0a604c22_-21d0;Amersfoort;GSM 1800;22.9;153651;463963
antenneregister.fid-5a1e297e_17d0a604c22_-21cf;Amersfoort;GSM 1800;35.6;158135;465220
antenneregister.fid-5a1e297e_17d0a604c22_-21ce;Amersfoort;GSM 1800;25.9;154708;463143
antenneregister.fid-5a1e297e_17d0a604c22_-21cd;Amersfoort;GSM 1800;35.6;154797;462686
antenneregister.fid-5a1e297e_17d0a604c22_-21cc;Amersfoort;GSM 1800;33.4;156497;466623
antenneregister.fid-5a1e297e_17d0a604c22_-21cb;Amersfoort;GSM 1800;22.7;155309;466800
antenneregister.fid-5a1e297e_17d0a604c22_-21ca;Amersfoort;GSM 1800;23;155761;463418
antenneregister.fid-5a1e297e_17d0a604c22_-21c9;Amersfoort;GSM 1800;35.4;152677;462453
antenneregister.fid-5a1e297e_17d0a604c22_-21c8;Amersfoort;GSM 1800;26.7;154128;462706
antenneregister.fid-5a1e297e_17d0a604c22_-21c7;Amersfoort;GSM 1800;35.2;156863;468406
antenneregister.fid-5a1e297e_17d0a604c22_-21c6;Amersfoort;GSM 1800;22.8;154080;462700
antenneregister.fid-5a1e297e_17d0a604c22_-21c5;Amersfoort;GSM 1800;31.2;155645;461500
antenneregister.fid-5a1e297e_17d0a604c22_-21c4;Amersfoort;GSM 1800;27.6;156507;466688
antenneregister.fid-5a1e297e_17d0a604c22_-21c3;Amersfoort;GSM 1800;21.8;154644;461839
antenneregister.fid-5a1e297e_17d0a604c22_-21c2;Amersfoort;GSM 1800;27.6;154039;463307
antenneregister.fid-5a1e297e_17d0a604c22_-21c1;Amersfoort;GSM 1800;36.8;150841;458928
antenneregister.fid-5a1e297e_17d0a604c22_-21c0;Amersfoort;GSM 1800;33.7;154795;462678
antenneregister.fid-5a1e297e_17d0a604c22_-21bf;Amersfoort;GSM 1800;32.6;154456;463489
antenneregister.fid-5a1e297e_17d0a604c22_-21be;Amersfoort;GSM 1800;3;156343;467412
antenneregister.fid-5a1e297e_17d0a604c22_-21bd;Amersfoort;GSM 1800;30.6;156578;464369
antenneregister.fid-5a1e297e_17d0a604c22_-21bc;Amersfoort;GSM 1800;28.6;156838;462633
antenneregister.fid-5a1e297e_17d0a604c22_-21bb;Amersfoort;GSM 1800;21.7;155094;464540
antenneregister.fid-5a1e297e_17d0a604c22_-21ba;Amersfoort;GSM 1800;36;155805;463230
antenneregister.fid-5a1e297e_17d0a604c22_-21b9;Amersfoort;GSM 1800;20.4;157359;465675
antenneregister.fid-5a1e297e_17d0a604c22_-21b8;Amersfoort;GSM 1800;35.3;156168.7321;464416
antenneregister.fid-5a1e297e_17d0a604c22_-21b7;Amersfoort;GSM 1800;21.9;154798;467165
antenneregister.fid-5a1e297e_17d0a604c22_-21b6;Amersfoort;GSM 1800;23;154639;468745
antenneregister.fid-5a1e297e_17d0a604c22_-21b5;Amersfoort;GSM 1800;35.8;153514.3301;467756.5
antenneregister.fid-5a1e297e_17d0a604c22_-21b4;Amersfoort;GSM 1800;20.4;153917;465967
antenneregister.fid-5a1e297e_17d0a604c22_-21b3;Amersfoort;GSM 1800;20.6;154635;468747
antenneregister.fid-5a1e297e_17d0a604c22_-21b2;Amersfoort;GSM 1800;21.4;158096.7321;466616
antenneregister.fid-5a1e297e_17d0a604c22_-21b1;Amersfoort;GSM 1800;18.2;157561;466601
antenneregister.fid-5a1e297e_17d0a604c22_-21b0;Amersfoort;GSM 900;21.4;157211.7321;465519
antenneregister.fid-5a1e297e_17d0a604c22_-21af;Amersfoort;GSM 900;21.5;155092;464535
antenneregister.fid-5a1e297e_17d0a604c22_-21ae;Amersfoort;GSM 900;30.1;158345;467184
antenneregister.fid-5a1e297e_17d0a604c22_-21ad;Amersfoort;GSM 900;35.6;158130;465218
antenneregister.fid-5a1e297e_17d0a604c22_-21ac;Amersfoort;GSM 900;10;153660;460568
antenneregister.fid-5a1e297e_17d0a604c22_-21ab;Amersfoort;GSM 900;35.4;155800;463228
antenneregister.fid-5a1e297e_17d0a604c22_-21aa;Amersfoort;GSM 900;23.2;153441.7321;464502
antenneregister.fid-5a1e297e_17d0a604c22_-21a9;Amersfoort;GSM 900;27.3;152669.3301;461183.5
antenneregister.fid-5a1e297e_17d0a604c22_-21a8;Amersfoort;GSM 900;0;158500;466898
antenneregister.fid-5a1e297e_17d0a604c22_-21a7;Amersfoort;GSM 900;30;155655.3301;461507.5
antenneregister.fid-5a1e297e_17d0a604c22_-21a6;Amersfoort;GSM 900;36.5;150836;458926
antenneregister.fid-5a1e297e_17d0a604c22_-21a5;Amersfoort;GSM 900;21.8;157393;464920
antenneregister.fid-5a1e297e_17d0a604c22_-21a4;Amersfoort;GSM 900;30.6;155770;461158
antenneregister.fid-5a1e297e_17d0a604c22_-21a3;Amersfoort;GSM 900;35.7;154391.3301;460812.5
antenneregister.fid-5a1e297e_17d0a604c22_-21a2;Amersfoort;GSM 900;31.7;155640;461495
antenneregister.fid-5a1e297e_17d0a604c22_-21a1;Amersfoort;GSM 900;32.5;154792;462681
antenneregister.fid-5a1e297e_17d0a604c22_-21a0;Amersfoort;GSM 900;22.8;154075;462698
antenneregister.fid-5a1e297e_17d0a604c22_-219f;Amersfoort;GSM 900;23;155756;463416
antenneregister.fid-5a1e297e_17d0a604c22_-219e;Amersfoort;GSM 900;37.2;153280;464048
antenneregister.fid-5a1e297e_17d0a604c22_-219d;Amersfoort;GSM 900;29.2;153831.7321;468424
antenneregister.fid-5a1e297e_17d0a604c22_-219c;Amersfoort;GSM 900;27;156502;466683
antenneregister.fid-5a1e297e_17d0a604c22_-219b;Amersfoort;GSM 900;35.4;152672;462451
antenneregister.fid-5a1e297e_17d0a604c22_-219a;Amersfoort;GSM 900;22.1;156533.3301;465248.5
antenneregister.fid-5a1e297e_17d0a604c22_-2199;Amersfoort;GSM 900;32.9;154764.3301;464317.5
antenneregister.fid-5a1e297e_17d0a604c22_-2198;Amersfoort;GSM 900;29.5;153677.3301;468085.5
antenneregister.fid-5a1e297e_17d0a604c22_-2197;Amersfoort;GSM 900;22.2;157289.7321;464963
antenneregister.fid-5a1e297e_17d0a604c22_-2196;Amersfoort;GSM 900;25.9;154708;463153
antenneregister.fid-5a1e297e_17d0a604c22_-2195;Amersfoort;GSM 900;34.9;156511.7321;466636
antenneregister.fid-5a1e297e_17d0a604c22_-2194;Amersfoort;GSM 900;27;153554.3301;461677.5
antenneregister.fid-5a1e297e_17d0a604c22_-2193;Amersfoort;GSM 900;22.2;153646;463961
antenneregister.fid-5a1e297e_17d0a604c22_-2192;Amersfoort;GSM 900;20.7;157354;465673
antenneregister.fid-5a1e297e_17d0a604c22_-2191;Amersfoort;GSM 900;33.4;156495;466618
antenneregister.fid-5a1e297e_17d0a604c22_-2190;Amersfoort;GSM 900;28.6;156836;462628
antenneregister.fid-5a1e297e_17d0a604c22_-218f;Amersfoort;GSM 900;31.7;155694;466453
antenneregister.fid-5a1e297e_17d0a604c22_-218e;Amersfoort;GSM 900;17;151700;460500
antenneregister.fid-5a1e297e_17d0a604c22_-218d;Amersfoort;GSM 900;22.1;155304;466798
antenneregister.fid-5a1e297e_17d0a604c22_-218c;Amersfoort;GSM 900;28.3;153712.3301;460491.5
antenneregister.fid-5a1e297e_17d0a604c22_-218b;Amersfoort;GSM 900;25.4;153792;461743
antenneregister.fid-5a1e297e_17d0a604c22_-218a;Amersfoort;GSM 900;36.3;152412;464618
antenneregister.fid-5a1e297e_17d0a604c22_-2189;Amersfoort;GSM 900;22.1;157077;465839
antenneregister.fid-5a1e297e_17d0a604c22_-2188;Amersfoort;GSM 900;26;155054.3301;467697.5
antenneregister.fid-5a1e297e_17d0a604c22_-2187;Amersfoort;GSM 900;35.4;156861;468401
antenneregister.fid-5a1e297e_17d0a604c22_-2186;Amersfoort;GSM 900;30;150871.7321;458949
antenneregister.fid-5a1e297e_17d0a604c22_-2185;Amersfoort;GSM 900;32.4;155795.3301;463225.5
antenneregister.fid-5a1e297e_17d0a604c22_-2184;Amersfoort;GSM 900;36.8;152414.3301;463451.5
antenneregister.fid-5a1e297e_17d0a604c22_-2183;Amersfoort;GSM 900;23.5;157537.7321;466575
antenneregister.fid-5a1e297e_17d0a604c22_-2182;Amersfoort;GSM 900;36.2;158089;464517
antenneregister.fid-5a1e297e_17d0a604c22_-2181;Amersfoort;GSM 900;27.4;151851.7321;469249
antenneregister.fid-5a1e297e_17d0a604c22_-2180;Amersfoort;GSM 900;26.1;154123;462701
antenneregister.fid-5a1e297e_17d0a604c22_-217f;Amersfoort;GSM 900;27.6;154037;463305
antenneregister.fid-5a1e297e_17d0a604c22_-217e;Amersfoort;GSM 900;47.6;153563;461683
antenneregister.fid-5a1e297e_17d0a604c22_-217d;Amersfoort;GSM 900;23.7;152675.7321;462469
antenneregister.fid-5a1e297e_17d0a604c22_-217c;Amersfoort;GSM 900;33.7;154790;462676
antenneregister.fid-5a1e297e_17d0a604c22_-217b;Amersfoort;GSM 900;29.4;156381.3301;464153.5
antenneregister.fid-5a1e297e_17d0a604c22_-217a;Amersfoort;GSM 900;30.6;156576;464364
antenneregister.fid-5a1e297e_17d0a604c22_-2179;Amersfoort;GSM 900;15.5;157318;465616
antenneregister.fid-5a1e297e_17d0a604c22_-2178;Amersfoort;GSM 900;14.5;154767;462194
antenneregister.fid-5a1e297e_17d0a604c22_-2177;Amersfoort;GSM 900;21;155358.3301;463525.5
antenneregister.fid-5a1e297e_17d0a604c22_-2176;Amersfoort;GSM 900;31;152681.7321;462451
antenneregister.fid-5a1e297e_17d0a604c22_-2175;Amersfoort;GSM 900;32.6;154451;463487
antenneregister.fid-5a1e297e_17d0a604c22_-2174;Amersfoort;GSM 900;30;152396.3301;463496.5
antenneregister.fid-5a1e297e_17d0a604c22_-2173;Amersfoort;GSM 900;27;156310;465045
antenneregister.fid-5a1e297e_17d0a604c22_-2172;Amersfoort;GSM 900;31.2;154282.7321;465032
antenneregister.fid-5a1e297e_17d0a604c22_-2171;Amersfoort;GSM 900;22.8;154399.3301;460802.5
antenneregister.fid-5a1e297e_17d0a604c22_-2170;Amersfoort;GSM 900;23.7;151854.3301;469257.5
antenneregister.fid-5a1e297e_17d0a604c22_-216f;Amersfoort;GSM 900;29.7;158120;465220
antenneregister.fid-5a1e297e_17d0a604c22_-216e;Amersfoort;GSM 900;28.4;156871.3301;468398.5
antenneregister.fid-5a1e297e_17d0a604c22_-216d;Amersfoort;GSM 900;20.6;151895.3301;469237.5
antenneregister.fid-5a1e297e_17d0a604c22_-216c;Amersfoort;GSM 900;20.4;153915;465962
antenneregister.fid-5a1e297e_17d0a604c22_-216b;Amersfoort;GSM 900;24;153912.3301;465963.5
antenneregister.fid-5a1e297e_17d0a604c22_-216a;Amersfoort;GSM 900;23;154637;468740
antenneregister.fid-5a1e297e_17d0a604c22_-2169;Amersfoort;GSM 900;20.6;154633;468742
antenneregister.fid-5a1e297e_17d0a604c22_-2168;Amersfoort;GSM 900;22.8;154788;467146
antenneregister.fid-5a1e297e_17d0a604c22_-2167;Amersfoort;GSM 900;24.8;156865;468397
antenneregister.fid-5a1e297e_17d0a604c22_-2166;Amersfoort;GSM 900;21.9;154793;467163
antenneregister.fid-5a1e297e_17d0a604c22_-2165;Amersfoort;GSM 900;27;158604.3301;468447.5
antenneregister.fid-5a1e297e_17d0a604c22_-2164;Amersfoort;GSM 900;25;150800;458925
antenneregister.fid-5a1e297e_17d0a604c22_-2163;Amersfoort;LTE;36.2;152672;461182
antenneregister.fid-5a1e297e_17d0a604c22_-2162;Amersfoort;LTE;36.8;150834;458928
antenneregister.fid-5a1e297e_17d0a604c22_-2161;Amersfoort;LTE;31.2;154279.2679;465032
antenneregister.fid-5a1e297e_17d0a604c22_-2160;Amersfoort;LTE;34.9;156505.6699;466634.5
antenneregister.fid-5a1e297e_17d0a604c22_-215f;Amersfoort;LTE;37.2;153275;464050
antenneregister.fid-5a1e297e_17d0a604c22_-215e;Amersfoort;LTE;28.3;153703.6699;460491.5
antenneregister.fid-5a1e297e_17d0a604c22_-215d;Amersfoort;LTE;22.8;154393.2679;460804
antenneregister.fid-5a1e297e_17d0a604c22_-215c;Amersfoort;LTE;30.9;155770;461162
antenneregister.fid-5a1e297e_17d0a604c22_-215b;Amersfoort;LTE;30.1;155752;467516
antenneregister.fid-5a1e297e_17d0a604c22_-215a;Amersfoort;LTE;33.7;154788;462678
antenneregister.fid-5a1e297e_17d0a604c22_-2159;Amersfoort;LTE;29.1;156602;463746
antenneregister.fid-5a1e297e_17d0a604c22_-2158;Amersfoort;LTE;23.2;153435.6699;464500.5
antenneregister.fid-5a1e297e_17d0a604c22_-2157;Amersfoort;LTE;36.9;152405.6699;463451.5
antenneregister.fid-5a1e297e_17d0a604c22_-2156;Amersfoort;LTE;27.4;151845.6699;469247.5
antenneregister.fid-5a1e297e_17d0a604c22_-2155;Amersfoort;LTE;27.6;156497;466688
antenneregister.fid-5a1e297e_17d0a604c22_-2154;Amersfoort;LTE;35.6;158125;465220
antenneregister.fid-5a1e297e_17d0a604c22_-2153;Amersfoort;LTE;22.7;155302;466800
antenneregister.fid-5a1e297e_17d0a604c22_-2152;Amersfoort;LTE;31.8;155680;466425
antenneregister.fid-5a1e297e_17d0a604c22_-2151;Amersfoort;LTE;32.1;152667;461177
antenneregister.fid-5a1e297e_17d0a604c22_-2150;Amersfoort;LTE;21.4;157205.6699;465517.5
antenneregister.fid-5a1e297e_17d0a604c22_-214f;Amersfoort;LTE;35.9;158087;464512
antenneregister.fid-5a1e297e_17d0a604c22_-214e;Amersfoort;LTE;14.3;155393.6699;465484.5
antenneregister.fid-5a1e297e_17d0a604c22_-214d;Amersfoort;LTE;31.9;156372.6699;464153.5
antenneregister.fid-5a1e297e_17d0a604c22_-214c;Amersfoort;LTE;27.6;154032;463307
antenneregister.fid-5a1e297e_17d0a604c22_-214b;Amersfoort;LTE;22.9;153641;463963
antenneregister.fid-5a1e297e_17d0a604c22_-214a;Amersfoort;LTE;30.4;152407;464623
antenneregister.fid-5a1e297e_17d0a604c22_-2149;Amersfoort;LTE;30;155646.6699;461507.5
antenneregister.fid-5a1e297e_17d0a604c22_-2148;Amersfoort;LTE;32.6;154449;463489
antenneregister.fid-5a1e297e_17d0a604c22_-2147;Amersfoort;LTE;23.5;157531.6699;466573.5
antenneregister.fid-5a1e297e_17d0a604c22_-2146;Amersfoort;LTE;27;156308;465050
antenneregister.fid-5a1e297e_17d0a604c22_-2145;Amersfoort;LTE;22.1;156524.6699;465248.5
antenneregister.fid-5a1e297e_17d0a604c22_-2144;Amersfoort;LTE;15.1;155294.6699;462706.5
antenneregister.fid-5a1e297e_17d0a604c22_-2143;Amersfoort;LTE;29.2;155635;461500
antenneregister.fid-5a1e297e_17d0a604c22_-2142;Amersfoort;LTE;35;152374;463520
antenneregister.fid-5a1e297e_17d0a604c22_-2141;Amersfoort;LTE;30.6;156571;464369
antenneregister.fid-5a1e297e_17d0a604c22_-2140;Amersfoort;LTE;32.9;154758.2679;464319
antenneregister.fid-5a1e297e_17d0a604c22_-213f;Amersfoort;LTE;35.4;152667;462453
antenneregister.fid-5a1e297e_17d0a604c22_-213e;Amersfoort;LTE;25.9;155048.2679;467699
antenneregister.fid-5a1e297e_17d0a604c22_-213d;Amersfoort;LTE;22.2;157286.2679;464963
antenneregister.fid-5a1e297e_17d0a604c22_-213c;Amersfoort;LTE;21;155352.2679;463527
antenneregister.fid-5a1e297e_17d0a604c22_-213b;Amersfoort;LTE;30;150865.6699;458947.5
antenneregister.fid-5a1e297e_17d0a604c22_-213a;Amersfoort;LTE;27;153545.6699;461677.5
antenneregister.fid-5a1e297e_17d0a604c22_-2139;Amersfoort;LTE;22.8;154073;462700
antenneregister.fid-5a1e297e_17d0a604c22_-2138;Amersfoort;LTE;36;155798;463230
antenneregister.fid-5a1e297e_17d0a604c22_-2137;Amersfoort;LTE;26.7;154118;462706
antenneregister.fid-5a1e297e_17d0a604c22_-2136;Amersfoort;LTE;23.7;152672.2679;462469
antenneregister.fid-5a1e297e_17d0a604c22_-2135;Amersfoort;LTE;29.2;153828.2679;468424
antenneregister.fid-5a1e297e_17d0a604c22_-2134;Amersfoort;LTE;31;152675.6699;462449.5
antenneregister.fid-5a1e297e_17d0a604c22_-2133;Amersfoort;LTE;29.5;153671.2679;468087
antenneregister.fid-5a1e297e_17d0a604c22_-2132;Amersfoort;LTE;27.3;152663.2679;461185
antenneregister.fid-5a1e297e_17d0a604c22_-2131;Amersfoort;LTE;21;157352;465675
antenneregister.fid-5a1e297e_17d0a604c22_-2130;Amersfoort;LTE;35.3;156162.6699;464414.5
antenneregister.fid-5a1e297e_17d0a604c22_-212f;Amersfoort;LTE;36.3;154382.6699;460812.5
antenneregister.fid-5a1e297e_17d0a604c22_-212e;Amersfoort;LTE;32.4;155786.6699;463225.5
antenneregister.fid-5a1e297e_17d0a604c22_-212d;Amersfoort;LTE;23;155751;463418
antenneregister.fid-5a1e297e_17d0a604c22_-212c;Amersfoort;LTE;30;152387.6699;463496.5
antenneregister.fid-5a1e297e_17d0a604c22_-212b;Amersfoort;LTE;21.7;155090;464540
antenneregister.fid-5a1e297e_17d0a604c22_-212a;Amersfoort;LTE;25.3;154794;463051
antenneregister.fid-5a1e297e_17d0a604c22_-2129;Amersfoort;LTE;35.4;156856;468406
antenneregister.fid-5a1e297e_17d0a604c22_-2128;Amersfoort;LTE;28.6;156834;462633
antenneregister.fid-5a1e297e_17d0a604c22_-2127;Amersfoort;LTE;35.6;154790;462686
antenneregister.fid-5a1e297e_17d0a604c22_-2126;Amersfoort;LTE;33.4;156490;466623
antenneregister.fid-5a1e297e_17d0a604c22_-2125;Amersfoort;LTE;23.7;151845.6699;469257.5
antenneregister.fid-5a1e297e_17d0a604c22_-2124;Amersfoort;LTE;24;153903.6699;465963.5
antenneregister.fid-5a1e297e_17d0a604c22_-2123;Amersfoort;LTE;20.6;154628;468747
antenneregister.fid-5a1e297e_17d0a604c22_-2122;Amersfoort;LTE;20.4;153913;465967
antenneregister.fid-5a1e297e_17d0a604c22_-2121;Amersfoort;LTE;21.9;154791;467165
antenneregister.fid-5a1e297e_17d0a604c22_-2120;Amersfoort;LTE;28.4;156865.2679;468400
antenneregister.fid-5a1e297e_17d0a604c22_-211f;Amersfoort;LTE;35.8;153505.6699;467756.5
antenneregister.fid-5a1e297e_17d0a604c22_-211e;Amersfoort;LTE;23;154632;468745
antenneregister.fid-5a1e297e_17d0a604c22_-211d;Amersfoort;LTE;20.6;151889.2679;469239
antenneregister.fid-5a1e297e_17d0a604c22_-211c;Amersfoort;LTE;21.4;158090.6699;466614.5
antenneregister.fid-5a1e297e_17d0a604c22_-211b;Amersfoort;LTE;27;158598.2679;468449
antenneregister.fid-5a1e297e_17d0a604c22_-211a;Amersfoort;LTE;29.9;154387;460816
antenneregister.fid-5a1e297e_17d0a604c22_-2119;Amersfoort;LTE;23;158130;465217
antenneregister.fid-5a1e297e_17d0a604c22_-2118;Amersfoort;UMTS;30;155651;461512
antenneregister.fid-5a1e297e_17d0a604c22_-2117;Amersfoort;UMTS;36.8;150836;458930
antenneregister.fid-5a1e297e_17d0a604c22_-2116;Amersfoort;UMTS;21;155354;463533
antenneregister.fid-5a1e297e_17d0a604c22_-2115;Amersfoort;UMTS;28.3;153550;461685
antenneregister.fid-5a1e297e_17d0a604c22_-2114;Amersfoort;UMTS;21.8;157393;464927
antenneregister.fid-5a1e297e_17d0a604c22_-2113;Amersfoort;UMTS;35.6;158130;465225
antenneregister.fid-5a1e297e_17d0a604c22_-2112;Amersfoort;UMTS;27;157536;466578
antenneregister.fid-5a1e297e_17d0a604c22_-2111;Amersfoort;UMTS;31.7;155640;461502
antenneregister.fid-5a1e297e_17d0a604c22_-2110;Amersfoort;UMTS;36;155800;463232
antenneregister.fid-5a1e297e_17d0a604c22_-210f;Amersfoort;UMTS;33.7;154790;462683
antenneregister.fid-5a1e297e_17d0a604c22_-210e;Amersfoort;UMTS;22.8;156585;465408
antenneregister.fid-5a1e297e_17d0a604c22_-210d;Amersfoort;UMTS;21.4;156529;465253
antenneregister.fid-5a1e297e_17d0a604c22_-210c;Amersfoort;UMTS;38.8;153280;464052
antenneregister.fid-5a1e297e_17d0a604c22_-210b;Amersfoort;UMTS;29.7;156602;463753
antenneregister.fid-5a1e297e_17d0a604c22_-210a;Amersfoort;UMTS;36.8;152410;463459
antenneregister.fid-5a1e297e_17d0a604c22_-2109;Amersfoort;UMTS;32.1;152665;461182
antenneregister.fid-5a1e297e_17d0a604c22_-2108;Amersfoort;UMTS;36.3;154387;460820
antenneregister.fid-5a1e297e_17d0a604c22_-2107;Amersfoort;UMTS;22.7;155304;466802
antenneregister.fid-5a1e297e_17d0a604c22_-2106;Amersfoort;UMTS;25.4;153792;461750
antenneregister.fid-5a1e297e_17d0a604c22_-2105;Amersfoort;UMTS;32.6;154451;463494
antenneregister.fid-5a1e297e_17d0a604c22_-2104;Amersfoort;UMTS;23.7;152674;462472
antenneregister.fid-5a1e297e_17d0a604c22_-2103;Amersfoort;UMTS;27.3;152665;461188
antenneregister.fid-5a1e297e_17d0a604c22_-2102;Amersfoort;UMTS;15.5;154061;464190
antenneregister.fid-5a1e297e_17d0a604c22_-2101;Amersfoort;UMTS;35;152374;463524
antenneregister.fid-5a1e297e_17d0a604c22_-2100;Amersfoort;UMTS;22;153830;468427
antenneregister.fid-5a1e297e_17d0a604c22_-20ff;Amersfoort;UMTS;35.4;156861;468408
antenneregister.fid-5a1e297e_17d0a604c22_-20fe;Amersfoort;UMTS;30;152392;463504
antenneregister.fid-5a1e297e_17d0a604c22_-20fd;Amersfoort;UMTS;27.1;155577;467791
antenneregister.fid-5a1e297e_17d0a604c22_-20fc;Amersfoort;UMTS;14.4;155398;465492
antenneregister.fid-5a1e297e_17d0a604c22_-20fb;Amersfoort;UMTS;26.3;155756;463420
antenneregister.fid-5a1e297e_17d0a604c22_-20fa;Amersfoort;UMTS;25.3;157288;464969
antenneregister.fid-5a1e297e_17d0a604c22_-20f9;Amersfoort;UMTS;35.4;154020;462695
antenneregister.fid-5a1e297e_17d0a604c22_-20f8;Amersfoort;UMTS;10;153660;460575
antenneregister.fid-5a1e297e_17d0a604c22_-20f7;Amersfoort;UMTS;23.5;154075;462702
antenneregister.fid-5a1e297e_17d0a604c22_-20f6;Amersfoort;UMTS;24.5;155050;467705
antenneregister.fid-5a1e297e_17d0a604c22_-20f5;Amersfoort;UMTS;30.5;156377;464158
antenneregister.fid-5a1e297e_17d0a604c22_-20f4;Amersfoort;UMTS;20.3;157077;465846
antenneregister.fid-5a1e297e_17d0a604c22_-20f3;Amersfoort;UMTS;35.6;154792;462688
antenneregister.fid-5a1e297e_17d0a604c22_-20f2;Amersfoort;UMTS;21.8;154644;461849
antenneregister.fid-5a1e297e_17d0a604c22_-20f1;Amersfoort;UMTS;30.1;155752;467520
antenneregister.fid-5a1e297e_17d0a604c22_-20f0;Amersfoort;UMTS;33.4;156495;466628
antenneregister.fid-5a1e297e_17d0a604c22_-20ef;Amersfoort;UMTS;26.7;154123;462711
antenneregister.fid-5a1e297e_17d0a604c22_-20ee;Amersfoort;UMTS;31.8;155680;466432
antenneregister.fid-5a1e297e_17d0a604c22_-20ed;Amersfoort;UMTS;26.7;155946;462120
antenneregister.fid-5a1e297e_17d0a604c22_-20ec;Amersfoort;UMTS;27.6;156502;466690
antenneregister.fid-5a1e297e_17d0a604c22_-20eb;Amersfoort;UMTS;28.3;156310;465055
antenneregister.fid-5a1e297e_17d0a604c22_-20ea;Amersfoort;UMTS;31.2;154281;465035
antenneregister.fid-5a1e297e_17d0a604c22_-20e9;Amersfoort;UMTS;35.9;158085;464517
antenneregister.fid-5a1e297e_17d0a604c22_-20e8;Amersfoort;UMTS;35.4;152672;462458
antenneregister.fid-5a1e297e_17d0a604c22_-20e7;Amersfoort;UMTS;0;158500;466905
antenneregister.fid-5a1e297e_17d0a604c22_-20e6;Amersfoort;UMTS;27.4;151850;469255
antenneregister.fid-5a1e297e_17d0a604c22_-20e5;Amersfoort;UMTS;36.2;152667;461184
antenneregister.fid-5a1e297e_17d0a604c22_-20e4;Amersfoort;UMTS;3;153811;464683
antenneregister.fid-5a1e297e_17d0a604c22_-20e3;Amersfoort;UMTS;34.9;156510;466642
antenneregister.fid-5a1e297e_17d0a604c22_-20e2;Amersfoort;UMTS;38.6;161225;464180
antenneregister.fid-5a1e297e_17d0a604c22_-20e1;Amersfoort;UMTS;19.1;156002;464932
antenneregister.fid-5a1e297e_17d0a604c22_-20e0;Amersfoort;UMTS;35.3;156167;464422
antenneregister.fid-5a1e297e_17d0a604c22_-20df;Amersfoort;UMTS;31.2;158087;464522
antenneregister.fid-5a1e297e_17d0a604c22_-20de;Amersfoort;UMTS;31.1;156836;462638
antenneregister.fid-5a1e297e_17d0a604c22_-20dd;Amersfoort;UMTS;39.7;150870;458952
antenneregister.fid-5a1e297e_17d0a604c22_-20dc;Amersfoort;UMTS;38.5;152413;464632
antenneregister.fid-5a1e297e_17d0a604c22_-20db;Amersfoort;UMTS;36.3;152412;464628
antenneregister.fid-5a1e297e_17d0a604c22_-20da;Amersfoort;UMTS;31;152680;462454
antenneregister.fid-5a1e297e_17d0a604c22_-20d9;Amersfoort;UMTS;48.2;153563;461687
antenneregister.fid-5a1e297e_17d0a604c22_-20d8;Amersfoort;UMTS;22.9;153646;463968
antenneregister.fid-5a1e297e_17d0a604c22_-20d7;Amersfoort;UMTS;27.6;154037;463312
antenneregister.fid-5a1e297e_17d0a604c22_-20d6;Amersfoort;UMTS;25.3;154794;463061
antenneregister.fid-5a1e297e_17d0a604c22_-20d5;Amersfoort;UMTS;21.7;155092;464545
antenneregister.fid-5a1e297e_17d0a604c22_-20d4;Amersfoort;UMTS;22.7;157210;465522
antenneregister.fid-5a1e297e_17d0a604c22_-20d3;Amersfoort;UMTS;34;153673;468093
antenneregister.fid-5a1e297e_17d0a604c22_-20d2;Amersfoort;UMTS;31.8;156576;464374
antenneregister.fid-5a1e297e_17d0a604c22_-20d1;Amersfoort;UMTS;24;153896;464694
antenneregister.fid-5a1e297e_17d0a604c22_-20d0;Amersfoort;UMTS;26.2;154395;460807
antenneregister.fid-5a1e297e_17d0a604c22_-20cf;Amersfoort;UMTS;32.9;154760;464322
antenneregister.fid-5a1e297e_17d0a604c22_-20ce;Amersfoort;UMTS;21;157354;465677
antenneregister.fid-5a1e297e_17d0a604c22_-20cd;Amersfoort;UMTS;35.6;155791;463230
antenneregister.fid-5a1e297e_17d0a604c22_-20cc;Amersfoort;UMTS;15.1;155299;462711
antenneregister.fid-5a1e297e_17d0a604c22_-20cb;Amersfoort;UMTS;25.9;153708;460499
